Subfolder,Cluster
id8_id3_0002.mp4_430,0
id8_id3_0003.mp4_366,0
id8_id3_0007.mp4_224,0
id8_id3_0008.mp4_414,0
id8_id4_0007.mp4_58,0
id8_id5_0002.mp4_217,0
id8_id5_0003.mp4_288,0
id8_id5_0007.mp4_342,0
id8_id5_0008.mp4_228,0
id8_id6_0002.mp4_121,0
id8_id6_0003.mp4_26,0
id8_id6_0007.mp4_157,0
id8_id6_0008.mp4_305,0
id8_id7_0002.mp4_223,0
id8_id7_0003.mp4_49,0
id8_id7_0007.mp4_281,0
id8_id7_0008.mp4_99,0
id8_id9_0002.mp4_414,0
id8_id9_0003.mp4_136,0
id8_id9_0007.mp4_156,0
id8_id9_0008.mp4_259,0
id9_0000.mp4_229,0
id9_0001.mp4_6,0
id9_0002.mp4_57,0
id9_0003.mp4_3,0
id9_0004.mp4_196,0
id9_0005.mp4_221,0
id9_0006.mp4_272,0
id9_0007.mp4_368,0
id9_0008.mp4_17,0
id9_0009.mp4_247,0
id9_id0_0000.mp4_267,0
id9_id0_0001.mp4_115,0
id9_id0_0003.mp4_413,0
id9_id0_0004.mp4_276,0
id9_id0_0005.mp4_266,0
id9_id0_0006.mp4_80,0
id9_id0_0007.mp4_249,0
id9_id0_0008.mp4_139,0
id9_id0_0009.mp4_143,0
id9_id16_0000.mp4_255,0
id9_id16_0001.mp4_241,0
id9_id16_0002.mp4_250,0
id9_id16_0003.mp4_346,0
id9_id16_0004.mp4_281,0
id9_id16_0005.mp4_354,0
id9_id16_0006.mp4_121,0
id9_id16_0007.mp4_238,0
id9_id16_0008.mp4_101,0
id9_id16_0009.mp4_238,0
id9_id17_0000.mp4_280,0
id9_id17_0001.mp4_303,0
id9_id17_0002.mp4_229,0
id9_id17_0003.mp4_13,0
id9_id17_0004.mp4_181,0
id9_id17_0005.mp4_205,0
id9_id17_0006.mp4_169,0
id9_id17_0007.mp4_246,0
id9_id17_0008.mp4_272,0
id9_id17_0009.mp4_162,0
id9_id1_0000.mp4_224,0
id9_id1_0001.mp4_146,0
id9_id1_0002.mp4_217,0
id9_id1_0004.mp4_41,0
id9_id1_0005.mp4_197,0
id9_id1_0006.mp4_140,0
id9_id1_0008.mp4_339,0
id9_id1_0009.mp4_190,0
id9_id2_0000.mp4_95,0
id9_id2_0001.mp4_15,0
id9_id2_0002.mp4_99,0
id9_id2_0004.mp4_76,0
id9_id2_0005.mp4_320,0
id9_id2_0006.mp4_9,0
id9_id2_0007.mp4_85,0
id9_id2_0008.mp4_423,0
id9_id2_0009.mp4_156,0
id9_id3_0000.mp4_195,0
id9_id3_0001.mp4_165,0
id9_id3_0002.mp4_346,0
id9_id3_0004.mp4_340,0
id9_id3_0005.mp4_97,0
id9_id3_0006.mp4_198,0
id9_id3_0007.mp4_360,0
id9_id3_0008.mp4_323,0
id9_id3_0009.mp4_48,0
id9_id4_0000.mp4_29,0
id9_id4_0001.mp4_116,0
id9_id4_0002.mp4_232,0
id9_id4_0004.mp4_151,0
id9_id4_0005.mp4_301,0
id9_id4_0006.mp4_27,0
id9_id4_0007.mp4_44,0
id9_id4_0008.mp4_294,0
id9_id4_0009.mp4_248,0
id9_id6_0000.mp4_83,0
id9_id6_0001.mp4_380,0
id9_id6_0002.mp4_281,0
id9_id6_0004.mp4_107,0
id9_id6_0005.mp4_322,0
id9_id6_0006.mp4_250,0
id9_id6_0007.mp4_263,0
id9_id6_0008.mp4_382,0
id9_id6_0009.mp4_221,0
